DIRECTORIO	SECUENCIA_P	ORDEN	HOGAR	REGIS	P6016	P6020	P6030S1	P6030S3	P6040	P6050	P6080	P6080S1	P6070	P6081	P6081S1	P6083	P6083S1	P6071	P6071S1	P3147S1	P3147S2	P3147S3	P3147S4	P3147S5	P3147S6	P3147S7	P3147S8	P3147S9	P3147S10	P3147S11	P3147S10A1	P3246	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210S1	P6220	P6269	AREA	ESC	MES	DPTO	fex_c_2011
5350768	1	1	1	10	1	1	5	1969	51	1	6	 	4	2	 	2	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	2	1	8	 	 	 	2	1	2	 	6	2	3	 	50	13	1	50	325,4713238
5350769	1	1	1	10	1	2	1	1996	25	1	6	 	6	2	 	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	 	1	1	42000	2	1	2	 	5	11	2	 	50	11	1	50	304,9852772
5350769	1	2	1	10	1	2	5	2014	6	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	3	0	 	 	50	0	1	50	304,9852772
5350780	1	1	1	10	1	1	8	1935	85	1	6	 	3	3	 	3	 	1	2	 	1	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	4	8	 	 	52	8	1	52	134,8830764
5350780	1	2	1	10	2	2	6	1936	84	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	3	5	 	 	52	5	1	52	134,8830764
5350784	1	1	1	10	1	1	4	1970	50	1	6	 	2	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	4	8	 	 	73	8	1	73	296,9824355
5350784	1	2	1	10	2	2	6	1972	48	2	6	 	2	2	 	2	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	4	9	 	 	73	9	1	73	296,9824355
5350784	1	3	1	10	3	1	3	2003	17	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	5	10	1	 	73	10	1	73	296,9824355
5350785	1	1	1	10	1	2	4	1941	79	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	70000	2	1	2	 	3	3	 	 	73	3	1	73	282,7976745
5350786	1	1	1	10	1	1	7	1987	33	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	56000	2	1	2	 	5	11	2	 	73	11	1	73	556,5455099
5350786	1	2	1	10	2	2	8	1988	32	2	6	 	3	2	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	5	4	 	73	16	1	73	556,5455099
5350786	1	3	1	10	3	2	4	2009	11	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	4	 	 	73	4	1	73	556,5455099
5350786	1	4	1	10	2	2	6	2015	5	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	3	0	 	 	73	0	1	73	556,5455099
5350786	1	5	1	10	2	1	5	2018	2	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	73	 	1	73	556,5455099
5350787	1	1	1	10	1	2	3	1987	33	1	6	 	2	2	 	2	 	2	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	5	4	 	73	16	1	73	314,7728922
5350787	1	2	1	10	2	1	2	2005	15	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	5	10	1	 	73	10	1	73	314,7728922
5350789	1	1	1	10	1	2	6	1990	30	1	6	 	2	2	 	2	 	2	 	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	73	11	1	73	489,0217594
5350789	1	2	1	10	2	1	4	2011	9	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	2	 	 	73	2	1	73	489,0217594
5350789	1	3	1	10	1	2	5	2013	7	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	1	 	 	73	1	1	73	489,0217594
5350791	1	1	1	10	1	1	4	1935	85	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	109000	2	2	2	 	1	0	 	 	52	0	1	52	209,9354336
5350791	1	2	1	10	2	2	5	1954	66	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	3	2	 	 	52	2	1	52	209,9354336
5350791	1	3	1	10	3	2	3	1974	46	3	6	 	2	1	1	1	2	2	 	 	 	 	1	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	52	5	1	52	209,9354336
5350791	1	4	1	10	4	1	1	1994	26	4	6	 	6	2	 	1	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	2	1	2	 	 	 	2	1	2	 	6	6	5	 	52	17	1	52	209,9354336
5350791	1	5	1	10	5	1	8	1999	21	4	6	 	6	2	 	1	3	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	2	6	2	2	2	52	13	1	52	209,9354336
5350791	1	6	1	10	3	1	3	2011	9	4	6	 	 	2	 	1	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	4	 	 	52	4	1	52	209,9354336
5350791	1	7	1	10	7	2	7	1980	40	3	6	 	6	1	1	1	2	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	52	11	1	52	209,9354336
5350791	1	8	1	10	8	2	12	2001	19	4	6	 	6	2	 	1	7	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	1	2	2	52	12	1	52	209,9354336
5350792	1	1	1	10	1	1	5	1967	53	1	6	 	3	2	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	2	2	73000	2	1	2	 	5	11	2	 	52	11	1	52	121,5053944
5350792	1	2	1	10	2	2	1	1969	52	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	2	5	 	2	1	2	 	5	11	2	 	52	11	1	52	121,5053944
5350792	1	3	1	10	3	2	3	1993	27	3	6	 	6	1	1	1	2	 	 	 	 	 	1	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	52	11	1	52	121,5053944
5350792	1	4	1	10	4	2	2	1995	25	3	6	 	6	1	1	1	2	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	6	2	3	 	52	13	1	52	121,5053944
5350792	1	5	1	10	5	2	3	1999	21	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	2	5	 	2	1	2	 	6	2	2	2	52	13	1	52	121,5053944
5350793	1	1	1	10	1	2	3	1980	40	1	6	 	4	2	 	2	 	 	 	 	 	1	1	 	 	 	 	1	 	 	 	2	1	 	 	1	1	99	2	1	2	 	6	5	4	 	52	16	1	52	371,7056807
5350793	1	2	1	10	2	1	8	2000	20	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	3	2	2	52	14	1	52	371,7056807
5350794	1	1	1	10	1	2	1	1974	47	1	6	 	4	3	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	45000	2	1	2	 	6	5	4	 	52	16	1	52	339,6574303
5350794	1	2	1	10	2	1	6	2002	18	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	1	2	2	52	12	1	52	339,6574303
5350794	1	3	1	10	3	1	4	1993	27	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	160000	2	1	2	 	6	6	5	 	52	17	1	52	339,6574303
5350794	1	4	1	10	4	2	12	1985	35	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	1	1	35112	2	1	2	 	5	11	2	 	52	11	1	52	339,6574303
5350796	1	1	1	10	1	2	3	1971	49	1	6	 	2	3	 	3	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	3	120000	2	1	2	 	4	8	 	 	54	8	1	54	362,0454325
5350796	1	2	1	10	2	1	12	1959	61	2	6	 	2	2	 	3	 	1	1	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	54	11	1	54	362,0454325
5350796	1	3	1	10	3	2	2	1997	23	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	5	2	2	54	16	1	54	362,0454325
5350798	1	1	1	10	1	2	5	1984	36	1	6	 	3	2	 	2	 	1	2	 	 	 	1	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	54	11	1	54	293,0110248
5350798	1	2	1	10	2	1	4	1979	41	2	6	 	3	3	 	2	 	1	1	 	1	1	1	 	 	1	 	1	 	 	 	 	1	 	 	1	1	80000	2	1	2	 	6	7	5	 	54	18	1	54	293,0110248
5350801	1	1	1	10	2	1	10	1986	34	1	6	 	2	2	 	2	 	1	2	 	1	1	1	 	 	 	 	 	 	 	 	1	2	2	 	 	 	 	9	1	2	 	5	11	2	 	54	11	1	54	545,0263416
5350801	1	2	1	10	2	2	8	1997	23	2	6	 	2	2	 	2	 	1	1	 	1	1	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	2	1	2	 	6	2	3	 	54	13	1	54	545,0263416
5350801	1	3	1	10	2	2	1	2021	0	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	2	 	 	 	 	 	 	 	54	 	1	54	545,0263416
5350801	1	4	1	10	2	2	12	2006	14	5	6	 	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	2	 	 	 	 	2	1	2	 	4	6	 	 	54	6	1	54	545,0263416
5350801	1	5	1	10	5	2	2	1997	23	9	6	 	5	2	 	2	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	2	1	2	 	5	11	2	 	54	11	1	54	545,0263416
5350801	1	6	1	10	5	1	12	2019	1	9	6	 	 	3	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	2	 	 	 	 	2	 	 	 	 	 	 	 	54	 	1	54	545,0263416
5350803	1	1	1	10	1	1	4	1959	61	1	6	 	3	3	 	3	 	1	2	1	1	1	1	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	2	2	 	1	0	 	 	54	0	1	54	419,9656904
5350803	1	2	1	10	2	2	7	1964	56	2	6	 	3	3	 	2	 	1	1	 	1	1	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	2	 	 	54	2	1	54	419,9656904
5350804	1	1	1	10	1	2	3	1978	42	1	6	 	3	2	 	2	 	1	2	 	1	1	 	 	 	 	 	 	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	5	 	 	54	5	1	54	351,8753552
5350804	1	2	1	10	2	1	11	1976	44	2	6	 	3	3	 	3	 	1	1	 	1	1	1	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	3	5	 	 	54	5	1	54	351,8753552
5350804	1	3	1	10	3	1	3	1994	26	3	6	 	6	2	 	1	1	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	98	2	1	2	 	6	5	4	 	54	16	1	54	351,8753552
5350804	1	4	1	10	4	2	11	2001	19	3	6	 	6	2	 	1	1	 	 	 	 	1	 	1	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	2	2	2	54	13	1	54	351,8753552
5350804	1	5	1	10	4	1	11	2004	16	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	54	8	1	54	351,8753552
5350804	1	6	1	10	4	2	1	2007	14	3	6	 	6	1	2	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	54	8	1	54	351,8753552
5350807	1	1	1	10	1	1	3	1982	38	1	6	 	3	3	 	2	 	1	2	 	 	 	1	1	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	6	6	5	 	73	17	1	73	461,8678836
5350807	1	2	1	10	2	2	8	1985	35	2	6	 	3	2	 	2	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	3	109725	2	1	2	 	6	2	3	 	73	13	1	73	461,8678836
5350807	1	3	1	10	3	2	7	2004	16	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	9	 	 	73	9	1	73	461,8678836
5350807	1	4	1	10	4	1	3	2006	14	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	6	 	 	73	6	1	73	461,8678836
5350807	1	5	1	10	1	2	10	2010	10	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	3	 	 	73	3	1	73	461,8678836
5350807	1	6	1	10	1	2	10	2018	2	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	 	 	 	 	 	 	 	73	 	1	73	461,8678836
5350875	1	1	1	10	1	1	4	1936	84	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	500000	2	1	2	 	6	5	4	 	50	16	1	50	272,7962367
5350876	1	1	1	10	1	2	9	1964	56	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	249,9444948
5350876	1	2	1	10	1	2	8	2013	7	4	6	 	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	3	1	 	 	50	1	1	50	249,9444948
5350876	1	3	1	10	1	2	12	2018	2	4	6	 	 	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	 	 	 	 	 	 	 	50	 	1	50	249,9444948
5350951	1	1	1	10	1	2	2	1951	69	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	2	105336	1	1	2	 	3	4	 	 	17	4	1	17	194,2756014
5350951	1	2	1	10	2	1	8	1983	37	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	1	35113	2	1	2	 	6	3	3	 	17	14	1	17	194,2756014
5350955	1	1	1	10	1	2	2	1979	41	1	6	 	4	3	 	3	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	3	109725	2	1	2	 	5	11	2	 	17	11	1	17	194,3139294
5350955	1	2	1	10	2	2	5	1999	21	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	5	 	2	1	2	 	6	2	3	 	17	13	1	17	194,3139294
5350957	1	1	1	10	1	2	12	1957	63	1	6	 	4	3	 	3	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	194,2756014
5350957	1	2	1	10	2	1	1	1988	33	3	6	 	6	2	 	1	1	 	 	 	 	 	1	 	 	 	 	1	 	 	 	 	1	 	 	1	1	35113	2	1	2	 	5	11	2	 	17	11	1	17	194,2756014
5350961	1	1	1	10	1	1	2	1959	61	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	3	 	 	2	1	2	 	4	8	 	 	17	8	1	17	190,4009059
5350961	1	2	1	10	2	2	3	1974	46	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	3	4	 	 	17	4	1	17	190,4009059
5350961	1	3	1	10	2	1	1	2008	13	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	0	 	 	17	5	1	17	190,4009059
5350965	1	1	1	10	1	1	12	1963	57	1	6	 	2	3	 	3	 	1	2	 	 	1	1	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	223,8246747
5350965	1	2	1	10	2	2	8	1968	52	2	6	 	2	3	 	2	 	1	1	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	223,8246747
5350965	1	3	1	10	3	1	3	2002	18	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	50	11	1	50	223,8246747
5350965	1	4	1	10	2	1	6	2008	12	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	3	 	 	2	1	1	1	4	8	 	 	50	8	1	50	223,8246747
5350966	1	1	1	10	1	1	1	1955	65	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	156000	2	1	2	 	6	3	3	 	17	14	1	17	186,811066
5350966	1	2	1	10	2	2	6	1954	66	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	3	2	 	 	17	2	1	17	186,811066
5350968	1	1	1	10	1	1	8	1966	54	1	6	 	3	3	 	2	 	1	2	 	1	1	1	1	 	 	 	 	 	 	 	2	1	 	 	1	3	168000	2	1	2	 	6	2	3	 	50	13	1	50	318,8291245
5350968	1	2	1	10	2	2	12	1970	50	2	6	 	3	3	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	6	5	4	 	50	16	1	50	318,8291245
5350970	1	1	1	10	1	1	2	1995	25	1	6	 	3	2	 	2	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	3	 	 	2	1	1	1	6	0	2	2	50	11	1	50	318,8291245
5350970	1	2	1	10	2	2	1	1995	26	2	6	 	3	2	 	2	 	1	1	 	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	1	1	38000	2	1	2	 	5	11	2	 	50	11	1	50	318,8291245
5350971	1	1	1	10	1	2	3	1971	49	1	6	 	4	2	 	2	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	2	1	 	 	1	1	40000	2	1	2	 	6	2	3	 	17	13	1	17	265,6269953
5350971	1	2	1	10	2	1	12	1995	25	3	6	 	6	2	 	1	1	 	 	1	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	1	3	109725	2	1	2	 	6	5	4	 	17	16	1	17	265,6269953
5350971	1	3	1	10	2	2	1	2009	12	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	6	 	 	17	6	1	17	265,6269953
5350971	1	4	1	10	2	1	4	2011	9	3	6	 	 	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	3	4	 	 	17	4	1	17	265,6269953
5350973	1	1	1	10	1	1	11	1966	54	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	1	104000	2	1	2	 	6	5	4	 	17	16	1	17	204,6690015
5350973	1	2	1	10	2	2	3	1967	53	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	204,6690015
5350973	1	3	1	10	3	1	12	1996	24	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	4	2	2	17	15	1	17	204,6690015
5350973	1	4	1	10	4	2	8	2002	18	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	6	0	2	2	17	11	1	17	204,6690015
5350975	1	1	1	10	1	1	4	1978	42	1	6	 	2	2	 	2	 	1	2	 	 	1	 	 	 	 	 	 	 	 	 	2	1	 	 	1	1	70000	2	1	2	 	6	2	3	 	50	13	1	50	388,3078285
5350975	1	2	1	10	2	2	9	1979	41	2	6	 	2	3	 	2	 	1	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	38000	2	1	2	 	6	2	3	 	50	13	1	50	388,3078285
5350975	1	3	1	10	2	2	2	2010	10	3	6	 	6	1	1	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	1	4	0	 	 	50	5	1	50	388,3078285
5350975	1	4	1	10	2	1	8	2015	5	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	2	 	2	0	 	 	50	0	1	50	388,3078285
5350977	1	1	1	10	1	2	5	1940	80	1	6	 	5	3	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	1	3	109725	2	1	2	 	3	2	 	 	17	2	1	17	164,9017252
5350977	1	2	1	10	2	2	3	1967	53	3	6	 	4	3	 	1	1	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	164,9017252
5350977	1	3	1	10	3	2	10	1998	22	4	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	3	 	 	2	1	1	1	6	1	2	1	17	12	1	17	164,9017252
5350979	1	1	1	10	1	1	8	1993	27	1	6	 	2	2	 	2	 	1	2	 	1	1	 	 	 	1	 	1	 	 	 	1	1	 	 	3	 	 	2	1	2	 	3	4	 	 	17	4	1	17	258,8234351
5350979	1	2	1	10	2	2	6	1993	27	2	6	 	2	2	 	2	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	1	 	 	3	 	 	2	1	2	 	5	11	2	 	17	11	1	17	258,8234351
5350979	1	3	1	10	2	1	2	2017	3	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	3	 	 	2	2	2	 	1	0	 	 	17	0	1	17	258,8234351
5350982	1	1	1	10	1	2	2	1981	39	1	6	 	4	2	 	2	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	2	1	 	 	3	 	 	1	1	2	 	4	7	 	 	17	7	1	17	275,4572725
5350982	1	2	1	10	2	2	10	1998	22	3	6	 	6	2	 	1	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	1	35113	2	1	2	 	4	9	 	 	17	9	1	17	275,4572725
5350982	1	3	1	10	2	1	2	2015	5	4	6	 	 	2	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	5	 	2	2	1	1	3	0	 	 	17	0	1	17	275,4572725
5350982	1	4	1	10	4	1	8	2001	19	3	6	 	6	2	 	1	1	 	 	 	 	 	1	 	 	1	 	1	 	 	 	 	2	1	12	 	 	 	2	1	2	 	4	7	 	 	17	7	1	17	275,4572725
5350982	1	5	1	10	5	2	1	2003	18	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	1	8	 	 	 	2	1	2	 	3	5	 	 	17	5	1	17	275,4572725
5350982	1	6	1	10	1	2	9	2007	13	3	6	 	6	2	 	1	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	1	12	 	 	 	2	1	2	 	3	5	 	 	17	5	1	17	275,4572725
5350984	1	1	1	10	1	1	10	1992	28	1	6	 	2	2	 	2	 	1	2	1	 	1	1	 	 	1	 	 	 	 	 	2	1	 	 	1	3	109725	2	1	2	 	6	2	3	 	17	13	1	17	367,2399814
5350984	1	2	1	10	2	2	9	1993	27	2	6	 	2	2	 	3	 	1	1	1	 	1	1	 	 	1	 	 	 	 	 	 	2	1	9	 	 	 	1	1	2	 	6	5	4	 	17	16	1	17	367,2399814
5350984	1	3	1	10	2	1	8	2010	10	3	6	 	6	2	 	1	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	2	1	7	 	 	 	2	1	1	2	3	4	 	 	17	4	1	17	367,2399814
5350984	1	4	1	10	2	2	9	2010	10	3	6	 	6	1	1	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	1	5	 	2	1	1	2	3	4	 	 	17	4	1	17	367,2399814
5350984	1	5	1	10	2	1	10	2019	1	3	6	 	 	1	1	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	1	7	 	 	 	2	 	 	 	 	 	 	 	17	 	1	17	367,2399814
5350985	1	1	1	10	1	1	7	1965	55	1	6	 	2	3	 	2	 	1	2	 	1	1	 	 	 	1	 	1	 	 	 	2	2	1	12	 	 	 	2	1	2	 	3	5	 	 	17	5	1	17	187,1117914
5350985	1	2	1	10	2	2	5	1968	52	2	6	 	2	2	 	2	 	1	1	 	1	 	1	 	 	1	 	1	 	 	 	 	2	1	20	 	 	 	1	1	2	 	5	11	2	 	17	11	1	17	187,1117914
5350986	1	1	1	10	1	2	12	1949	71	1	6	 	4	3	 	3	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	1	 	 	1	5	 	2	1	2	 	5	11	2	 	17	11	1	17	186,811066
5350986	1	2	1	10	2	1	8	1942	78	5	6	 	6	3	 	3	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	2	105336	2	1	2	 	3	5	 	 	17	5	1	17	186,811066
5350987	1	1	1	10	1	1	2	1945	75	1	6	 	3	3	 	3	 	1	2	 	 	 	 	 	 	 	 	 	 	1	 	2	1	 	 	1	2	144000	2	1	2	 	6	3	3	 	17	14	1	17	186,811066
5350987	1	2	1	10	2	2	10	1950	70	2	6	 	3	3	 	3	 	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	2	108000	2	1	2	 	6	2	3	 	17	13	1	17	186,811066
5350990	1	1	1	10	1	2	5	1968	52	1	6	 	4	2	 	3	 	 	 	 	1	 	1	 	 	1	 	1	 	 	 	1	1	 	 	1	5	 	2	1	2	 	4	6	 	 	17	6	1	17	214,7616762
5350990	1	2	1	10	2	1	7	1997	23	3	6	 	6	3	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	1	1	35113	2	1	2	 	5	11	2	 	17	11	1	17	214,7616762
